iter	RMSE
684	72464.42224
685	72463.73303
686	72462.92931
687	72461.93823
688	72461.22328
689	72460.92938
690	72460.06533
691	72458.90459
692	72458.65773
693	72458.22565
694	72457.43218
695	72457.03185
696	72456.69726
697	72455.49667
698	72455.0506
699	72454.60977
700	72454.13557
701	72453.16515
702	72452.82444
703	72452.14797
704	72451.04561
705	72450.36709
706	72449.83338
707	72449.29756
708	72448.75446
709	72447.91496
710	72447.21548
711	72446.43152
712	72445.87372
713	72445.19605
714	72444.5303
715	72444.30129
716	72443.3123
717	72442.75978
718	72442.37583
719	72442.12932
720	72441.26759
721	72440.43187
722	72439.95694
723	72439.16041
724	72438.74255
725	72438.49839
726	72437.90073
727	72437.09302
728	72435.82911
729	72435.46881
730	72434.74523
731	72434.30768
732	72433.72796
733	72432.68448
734	72431.36119
735	72431.05285
736	72430.23937
737	72430.09422
738	72429.42718
739	72429.12047
740	72428.05249
741	72426.85767
742	72426.43181
743	72425.54178
744	72425.03051
745	72424.79362
746	72423.63928
747	72422.76003
748	72421.83075
749	72421.61576
750	72421.40248
751	72420.92429
752	72420.80086
753	72420.66256
754	72420.11368
755	72419.94814
756	72419.73596
757	72419.46896
758	72419.01942
759	72418.46362
760	72418.24
761	72416.94662
762	72416.62469
763	72415.47823
764	72414.84469
765	72414.41295
766	72414.17454
767	72413.34598
768	72412.86998
769	72412.44643
770	72412.08697
771	72411.26395
772	72410.10178
773	72408.82051
774	72408.52374
775	72408.13721
776	72407.92311
777	72407.67303
778	72407.22143
779	72406.47044
780	72404.9213
781	72404.50168
782	72404.01615
783	72403.55799
784	72403.32921
785	72403.06068
786	72402.36625
787	72401.83133
788	72401.65335
789	72401.42545
790	72401.09897
791	72400.54288
792	72399.91065
793	72399.10755
794	72398.55947
795	72398.08052
796	72397.55677
797	72396.96322
798	72396.06221
799	72395.77222
800	72395.31502
801	72394.91717
802	72394.17634
803	72393.6754
804	72393.56092
805	72392.92794
806	72392.62878
807	72391.93936
808	72391.64594
809	72391.22659
810	72390.42412
811	72390.14187
812	72389.60761
813	72389.26573
814	72389.09758
815	72388.68686
816	72388.07204
817	72387.97437
818	72387.65061
819	72387.32924
820	72387.24113
821	72386.52517
822	72385.05127
823	72384.28571
824	72383.92394
825	72383.50339
826	72382.98505
827	72382.3312
828	72382.15218
829	72381.30837
830	72380.79981
831	72380.4024
832	72379.88985
833	72379.18194
834	72378.20418
835	72377.06868
836	72376.34589
837	72375.74551
838	72374.70859
839	72374.2158
840	72373.38501
841	72372.99517
842	72372.54091
843	72372.08404
844	72371.46319
845	72371.00564
846	72370.92216
847	72369.33156
848	72369.06027
849	72368.84401
850	72366.8169
851	72365.61305
852	72365.30123
853	72364.53
854	72362.87648
855	72362.29677
856	72361.5551
857	72361.1721
858	72360.91012
859	72360.56307
860	72360.26032
861	72359.6954
862	72359.43016
863	72359.32415
864	72358.53665
865	72357.66677
866	72356.66352
867	72356.35609
868	72356.2964
869	72355.39847
870	72355.00463
871	72354.63469
872	72354.11879
873	72353.70795
874	72353.03473
875	72352.86277
876	72352.3294
877	72351.87493
878	72351.32664
879	72350.75412
880	72350.27468
881	72349.87182
882	72348.81734
883	72348.10644
884	72347.61233
885	72347.0687
886	72346.35679
887	72346.12119
888	72345.37916
889	72345.06684
890	72344.36582
891	72344.11963
892	72343.85809
893	72343.53047
894	72343.27006
895	72342.78696
896	72342.3713
897	72340.94001
898	72340.86177
899	72340.43557
900	72340.12695
901	72339.39854
902	72338.63755
903	72338.09308
904	72337.72402
905	72336.55783
906	72336.15418
907	72335.88451
908	72335.7307
909	72335.27505
910	72335.12943
911	72334.05528
912	72332.6134
913	72331.88623
914	72331.78995
915	72331.68041
916	72330.95176
917	72330.33111
918	72329.29415
919	72328.56824
920	72328.3801
921	72327.69368
922	72327.59369
923	72326.87656
924	72326.7046
925	72326.07717
926	72325.43234
927	72325.05929
928	72324.6133
929	72324.24823
930	72323.95915
931	72323.32379
932	72323.06239
933	72322.87212
934	72322.37616
935	72321.97432
936	72321.58981
937	72321.49134
938	72321.42771
939	72321.36086
940	72320.90353
941	72320.50935
942	72319.9571
943	72319.62058
944	72319.06075
945	72318.91016
946	72317.89373
947	72317.64079
948	72317.41397
949	72317.22214
950	72316.74166
951	72315.9038
952	72315.1502
953	72314.59543
954	72313.97097
955	72313.67325
956	72312.61136
957	72311.93214
958	72311.69134
959	72311.41546
960	72311.19771
961	72310.53332
962	72309.86731
963	72309.79377
964	72309.56568
965	72309.04923
966	72307.59155
967	72307.40086
968	72307.00488
969	72306.76483
970	72306.00501
971	72305.42574
972	72305.26427
973	72304.62334
974	72303.36793
975	72303.00852
976	72302.69941
977	72302.25245
978	72301.68348
979	72301.26267
980	72301.12958
981	72300.87861
982	72300.48109
983	72300.33914
984	72299.99445
985	72299.68045
986	72299.42511
987	72299.17561
988	72299.03804
989	72298.38044
990	72297.46173
991	72296.72067
992	72296.40441
993	72296.26222
994	72296.19624
995	72294.97381
996	72294.55257
997	72294.41967
998	72294.36012
999	72293.75686
1000	72293.4991
1001	72293.3452
1002	72293.18855
1003	72292.94951
1004	72292.67663
1005	72292.49273
1006	72291.59807
1007	72291.00327
1008	72290.81739
1009	72290.53867
1010	72289.58984
1011	72289.33135
1012	72288.50997
1013	72287.18927
1014	72287.06898
1015	72286.88491
1016	72286.66035
1017	72286.08625
1018	72285.72696
1019	72285.53434
1020	72285.33189
1021	72284.70903
1022	72284.06551
1023	72283.94583
1024	72283.704
1025	72283.17963
1026	72282.89739
1027	72282.71263
1028	72282.64672
1029	72282.3135
1030	72281.78964
1031	72281.49749
1032	72281.23579
1033	72281.07524
1034	72280.44285
1035	72280.32524
1036	72279.77494
1037	72279.17803
1038	72278.88876
1039	72278.76001
1040	72277.63982
1041	72277.01783
1042	72276.3993
1043	72275.98055
1044	72275.58282
1045	72275.22834
1046	72274.82924
1047	72274.47382
1048	72273.65752
1049	72273.49915
1050	72273.14304
1051	72272.85764
1052	72272.75719
1053	72272.51134
1054	72272.39876
1055	72272.31378
1056	72272.01413
1057	72271.36055
1058	72269.04453
1059	72268.47003
1060	72267.55451
1061	72266.90654
1062	72266.04016
1063	72265.67196
1064	72264.53532
1065	72264.14191
1066	72263.60315
1067	72262.99656
1068	72262.27423
1069	72261.94703
1070	72261.4805
1071	72261.31462
1072	72260.93915
1073	72260.76583
1074	72260.52474
1075	72260.31716
1076	72260.17024
1077	72259.75504
1078	72259.67758
1079	72259.55838
1080	72259.14015
1081	72258.75139
1082	72258.51153
1083	72258.13455
1084	72257.64723
1085	72256.87689
1086	72256.16837
1087	72255.45867
1088	72254.88913
1089	72254.56017
1090	72254.31263
1091	72254.10298
1092	72253.55983
1093	72253.28066
1094	72252.9372
1095	72252.79024
1096	72252.58822
1097	72252.15729
1098	72252.00967
1099	72251.58966
1100	72251.54968
1101	72251.29633
1102	72250.98175
1103	72250.80412
1104	72249.885
1105	72248.96432
1106	72248.32846
1107	72248.14694
1108	72247.71041
1109	72247.45265
1110	72247.11484
1111	72246.85765
1112	72246.82465
1113	72246.68068
1114	72246.17273
1115	72245.59196
1116	72245.02631
1117	72244.56967
1118	72244.25483
1119	72243.979
1120	72243.90309
1121	72242.12024
1122	72240.96604
1123	72240.5838
1124	72239.98412
1125	72238.26318
1126	72238.14031
1127	72237.97507
1128	72236.42921
1129	72235.821
1130	72235.71716
1131	72235.24256
1132	72235.14875
1133	72234.87607
1134	72234.65764
1135	72233.73211
1136	72233.43751
1137	72233.0849
1138	72232.81751
1139	72232.18449
1140	72232.00374
1141	72231.59877
1142	72231.39839
1143	72231.09684
1144	72230.62384
1145	72230.28275
1146	72230.02776
1147	72229.89108
1148	72229.78743
1149	72229.61434
1150	72229.4848
1151	72228.75833
1152	72228.07192
1153	72227.99302
1154	72227.5084
1155	72226.4521
1156	72226.20493
1157	72225.76577
1158	72225.20349
1159	72224.27248
1160	72224.21479
1161	72224.0501
1162	72223.80042
1163	72223.5135
1164	72223.29885
1165	72223.05533
1166	72222.48538
1167	72222.08871
1168	72221.5952
1169	72220.90575
1170	72220.79407
1171	72220.13307
1172	72220.0312
1173	72219.62289
1174	72218.93711
1175	72218.4497
1176	72217.8716
1177	72217.62546
1178	72217.41355
1179	72217.1248
1180	72216.95998
1181	72216.37776
1182	72215.45585
1183	72214.78536
1184	72214.07395
1185	72213.92879
1186	72213.3321
1187	72212.72921
1188	72212.56544
1189	72212.09121
1190	72211.92501
1191	72211.53276
1192	72211.36297
1193	72211.00268
1194	72210.57685
1195	72209.07847
1196	72208.82668
1197	72208.15862
1198	72207.35133
1199	72207.11141
1200	72206.7505
1201	72206.66743
1202	72206.43456
1203	72206.09667
1204	72205.89098
1205	72205.62303
1206	72205.16372
1207	72203.33075
1208	72202.94018
1209	72202.49462
1210	72202.28204
1211	72201.6143
1212	72201.10857
1213	72200.58197
1214	72199.71881
1215	72199.25018
1216	72198.86532
1217	72198.47827
1218	72198.24008
1219	72197.61125
1220	72197.29552
1221	72196.6113
1222	72196.48949
1223	72196.27846
1224	72195.89926
1225	72195.2528
1226	72194.54994
1227	72193.19782
1228	72193.02549
1229	72192.89296
1230	72192.76541
1231	72192.28535
1232	72191.99529
1233	72191.74399
1234	72191.38551
1235	72191.14011
1236	72190.86858
1237	72190.48479
1238	72190.33228
1239	72190.18977
1240	72189.95444
1241	72189.61733
1242	72189.13816
1243	72188.93833
1244	72188.44839
1245	72188.02784
1246	72187.59162
1247	72187.00279
1248	72186.33078
1249	72185.78835
1250	72185.12838
1251	72184.88393
1252	72184.37074
1253	72183.84422
1254	72183.4385
1255	72183.02924
1256	72182.17333
1257	72181.8505
1258	72181.66559
1259	72181.45064
1260	72181.31381
1261	72180.84476
1262	72180.43563
1263	72179.70105
1264	72178.4027
1265	72178.30023
1266	72178.13449
1267	72177.67663
1268	72176.79403
1269	72176.49324
1270	72176.37803
1271	72176.20364
1272	72175.77133
1273	72175.6177
1274	72175.37767
1275	72174.55322
1276	72174.3923
1277	72174.09744
1278	72173.68481
1279	72173.53666
1280	72172.87705
1281	72172.60143
1282	72172.40166
1283	72172.04135
1284	72171.62112
1285	72171.39058
1286	72170.67119
1287	72170.3232
1288	72170.16217
1289	72169.70212
1290	72169.56444
1291	72169.31697
1292	72169.03059
1293	72167.7023
1294	72167.14683
1295	72166.6567
1296	72166.32531
1297	72165.82544
1298	72165.36502
1299	72164.77667
1300	72164.51199
1301	72163.89568
1302	72163.69737
1303	72163.54964
1304	72163.35636
1305	72163.15682
1306	72161.90888
1307	72161.79312
1308	72161.17704
1309	72160.99104
1310	72160.41579
1311	72160.3159
1312	72159.76427
1313	72159.36906
1314	72159.21774
1315	72158.818
1316	72157.91211
1317	72157.5329
1318	72156.8535
1319	72155.99756
1320	72155.35693
1321	72155.16646
1322	72154.73589
1323	72154.35637
1324	72154.12663
1325	72153.96342
1326	72152.75661
1327	72152.54365
1328	72152.41876
1329	72151.91253
1330	72151.77581
1331	72151.39601
1332	72151.26775
1333	72151.10016
1334	72150.79857
1335	72150.2228
1336	72149.6458
1337	72149.19775
1338	72148.77637
1339	72148.56249
1340	72148.32522
1341	72148.05416
1342	72147.52648
1343	72147.27244
1344	72146.88767
1345	72146.64619
1346	72145.91271
1347	72145.63515
1348	72145.2817
1349	72143.78289
1350	72142.68135
1351	72141.9051
1352	72141.577
1353	72141.23254
1354	72141.0106
1355	72140.73403
1356	72140.54723
1357	72140.41845
1358	72140.27624
1359	72139.98375
1360	72139.78001
1361	72139.32066
1362	72137.85505
1363	72137.52743
1364	72136.83646
1365	72136.67778
1366	72136.45823
1367	72135.87288
1368	72134.75666
1369	72134.32649
1370	72134.11322
1371	72133.60908
1372	72133.24658
1373	72132.83687
1374	72132.42616
1375	72132.21557
1376	72131.86722
1377	72131.54375
1378	72131.28379
1379	72130.80159
1380	72130.60825
1381	72130.14957
1382	72129.81922
1383	72129.49821
1384	72128.75278
1385	72128.55752
1386	72126.89476
1387	72126.51072
1388	72126.28605
1389	72126.1342
1390	72125.90089
1391	72125.34995
1392	72125.06226
1393	72124.97014
1394	72124.89635
1395	72124.41117
1396	72124.08177
1397	72123.7092
1398	72123.1733
1399	72122.87385
1400	72122.70388
1401	72122.3771
1402	72121.99603
1403	72121.84821
1404	72121.72744
1405	72121.63776
1406	72121.22376
1407	72121.1291
1408	72120.90669
1409	72120.35514
1410	72119.60487
1411	72119.29326
1412	72118.90546
1413	72118.60451
1414	72117.84106
1415	72117.63137
1416	72116.89444
1417	72116.4471
1418	72116.15263
1419	72115.66863
1420	72115.56091
1421	72114.96751
1422	72114.82192
1423	72114.62318
1424	72114.27619
1425	72114.11124
1426	72113.97972
1427	72113.91094
1428	72113.60091
1429	72113.31775
1430	72112.80229
1431	72112.69255
1432	72111.97995
1433	72111.38232
1434	72111.29741
1435	72110.97762
1436	72110.49911
1437	72110.32158
1438	72110.1621
1439	72109.9752
1440	72108.79733
1441	72108.34663
1442	72108.20373
1443	72107.95628
1444	72107.12452
1445	72106.99154
1446	72106.56188
1447	72105.95615
1448	72104.85544
1449	72104.12913
1450	72103.84711
1451	72103.71243
1452	72103.36679
1453	72102.62179
1454	72102.45676
1455	72102.32746
1456	72102.17291
1457	72101.9819
1458	72101.84342
1459	72101.53277
1460	72101.30384
1461	72100.55043
1462	72100.36822
1463	72100.25307
1464	72100.03489
1465	72099.87539
1466	72099.59829
1467	72099.05257
1468	72098.91077
1469	72098.61164
1470	72098.40061
1471	72098.2174
1472	72097.82265
1473	72097.67192
1474	72097.30212
1475	72097.05023
1476	72096.50878
1477	72096.37033
1478	72095.8453
1479	72095.58062
1480	72095.2667
1481	72092.28211
1482	72092.12908
1483	72091.96447
1484	72091.75495
1485	72091.43735
1486	72090.98673
1487	72090.68731
1488	72089.95796
1489	72089.7665
1490	72089.658
1491	72089.14494
1492	72088.37596
1493	72088.20548
1494	72087.96169
1495	72087.65947
1496	72087.55658
1497	72087.18453
1498	72087.08328
1499	72086.80252
1500	72086.59796
1501	72085.9181
1502	72085.66172
1503	72085.19401
1504	72085.00054
1505	72083.49291
1506	72083.19364
1507	72083.00081
1508	72082.50044
1509	72081.77775
1510	72081.38213
1511	72081.26587
1512	72080.99064
1513	72080.65991
1514	72080.49884
1515	72079.88295
1516	72079.76945
1517	72079.52024
1518	72078.79961
1519	72077.62213
1520	72077.10506
1521	72076.83405
1522	72076.47072
1523	72076.3596
1524	72075.70676
1525	72075.11868
1526	72074.84434
1527	72074.38301
1528	72074.22073
1529	72073.91687
1530	72073.85408
1531	72073.40334
1532	72073.20299
1533	72072.60195
1534	72072.32285
1535	72072.12236
1536	72071.8735
1537	72071.73178
1538	72071.58377
1539	72071.11387
1540	72070.88386
1541	72070.69835
1542	72070.60513
1543	72070.31083
1544	72070.02721
1545	72069.28035
1546	72068.87655
1547	72068.19246
1548	72067.9235
1549	72067.56279
1550	72066.93905
1551	72066.73478
1552	72066.53571
1553	72066.02703
1554	72065.8776
1555	72065.61357
1556	72065.07583
1557	72064.84279
1558	72064.58319
1559	72064.43151
1560	72064.1296
1561	72063.72393
1562	72062.74349
1563	72062.45312
1564	72062.284
1565	72061.83476
1566	72061.59438
1567	72061.48138
1568	72060.91362
1569	72060.4857
1570	72060.38755
1571	72060.26333
1572	72058.57361
1573	72058.44684
1574	72057.94792
1575	72057.66794
1576	72057.30478
1577	72057.0284
1578	72056.74177
1579	72056.15682
1580	72055.48382
1581	72055.34903
1582	72054.96806
1583	72054.55342
1584	72054.31757
1585	72053.73711
1586	72053.53862
1587	72051.00129
1588	72050.76821
1589	72050.32939
1590	72049.84274
1591	72049.32049
1592	72049.17978
1593	72048.90796
1594	72048.48285
1595	72047.42266
1596	72046.23563
1597	72045.95205
1598	72045.66621
1599	72045.01965
1600	72044.298
1601	72043.89281
1602	72043.70486
1603	72043.53727
1604	72043.29121
1605	72043.10786
1606	72042.77925
1607	72042.58305
1608	72042.39899
1609	72042.02742
1610	72040.82172
1611	72040.55081
1612	72040.41662
1613	72039.93257
1614	72039.30957
1615	72039.0485
1616	72038.46037
1617	72038.43162
1618	72038.16535
1619	72037.73697
1620	72036.63459
1621	72036.22615
1622	72036.1085
1623	72035.8007
1624	72035.68243
1625	72034.96666
1626	72034.56161
1627	72034.51621
1628	72034.39112
1629	72034.31545
1630	72033.75595
1631	72033.46829
1632	72033.15456
1633	72032.5763
1634	72032.44199
1635	72029.69381
1636	72029.4558
1637	72029.08756
1638	72028.89609
1639	72028.62006
1640	72028.32486
1641	72028.06001
1642	72027.56199
1643	72027.38201
1644	72026.98955
1645	72026.73749
1646	72026.33985
1647	72026.22366
1648	72026.07393
1649	72026.02553
1650	72025.77094
1651	72024.68651
1652	72024.47002
1653	72024.33259
1654	72023.93957
1655	72023.61132
1656	72022.68384
1657	72022.53521
1658	72022.23085
1659	72021.93612
1660	72021.51752
1661	72021.16468
1662	72020.814
1663	72020.65541
1664	72020.38512
1665	72020.22218
